,words,sentiment
439,lavish,0.999998331069946
440,lovely,0.869784817207518
441,learn,0.620192289352417
442,loving,0.999998092651367
443,learned,0.003739363244302
444,loyal,0.999998331069946
445,learning,0.999999523162842
446,lucid,0.435787320270831
447,leisure,0.597888224979163
448,luck,0.999998092651367
449,leisured,0.982424177963735
450,lucky,0.999999046325684
451,leisurely,0.046967273890809
452,lucrative,0.755502908258965
453,liberate,0.999999761581421
454,luminous,0.999998092651367
455,liberation,0.439812938657857
456,luscious,0.560110765408188
457,life,0.998507857322693
458,lush,0.285022805055312
459,light,0.999999046325684
460,lustre,0.368064471286648
461,lighten,0.922148360666968
462,lustrous,0.999999761581421
463,light-hearted,0.999999046325684
464,luxuriant,0.977417483957489
465,likable,0.999999523162842
466,luxuriate,0.999999046325684
467,like,0.911661982536316
468,luxurious,0.999999761581421
469,liking,1
470,luxury,0.203370321592952
471,made,0.999681234359741
472,mediate,0.340786051367937
473,magnificent,0.619639094746025
474,meditate,0.243447449802734
475,magnify,0.076918539049745
476,mellow,0.256023217850381
477,magnitude,0.242782414776735
478,mercy,0.999906778335571
479,maintain,0.452800869941711
480,merit,0.999999523162842
481,majesty,0.999998569488525
482,method,0.894783096565428
483,major,0.999967098236084
484,miracle,0.999992847442627
485,majority,0.583052761797694
486,miraculous,0.364307403564453
487,make,0.994276762008667
488,morale,0.363925417606698
489,manage,0.844032645225525
490,most,0.971117258071899
491,manifest,0.042413648697218
492,motivate,0.582413246730225
493,manner,0.477172255516052
494,much,0.906665444374084
495,many,0.589327931404114
496,multitude,0.534887559025131
497,marvellous,0.437521696090698
498,must,0.999990701675415
499,master,0.999183058738708
500,matter,0.333387136459351
501,neat,0.999999284744263
502,new,0.999795436859131
503,newly,0.841425408875596
504,nice,0.995754480361938
505,nicety,0.473063583509554
506,nifty,0.688813730303122
507,nippy,0.043634103371839
508,nirvana,0.085351745332899
509,noble,0.855993923208823
510,nod,1
511,normal,0.66220760345459
512,notable,0.981270670890808
513,note,1
514,noted,0.999998331069946
515,notice,0.866809211801288
516,noticeable,0.743907931432392
517,nourish,0.999999523162842
518,now,0.962382197380066
519,nurse,0.26971173286438
520,nurture,0.131161223846433
521,obliging,0.319890041853487
522,offer,0.887386679649353
523,o,0.999969720840454
524,k,0.119811064356192
525,on,0.321153163909912
526,onward,0.308204376261752
527,oodles,0.284683586648106
528,oomph,0.700198783242265
529,open,0.980337858200073
530,openly,0.620324399837305
531,open-minded,0.975236654281616
532,opportune,0.8311335626214
533,opportunity,0.76741655695276
534,original,0.999999046325684
535,outgoing,0.430105942534619
536,outstanding,0.98796010017395
537,pacify,0.708092599281319
538,perfection,0.999999761581421
539,practical,0.681415452588688
540,palatable,0.309424761120697
541,persevere,0.999999523162842
542,praise,0.380477254581185
543,palpable,0.022900764835528
544,perspective,0.999999523162842
545,precious,0.200997219121029
546,paradise,1
547,placid,0.525382193820165
548,prize,0.935041160337279
549,paragon,0.147838663858965
550,pleasant,1
551,pro,0.555713772773743
552,pardon,0.999997854232788
553,please,0.06338381767273
554,produce,0.096102930880376
555,parexcellence,0.38142844701636
556,pleasurable,0.999998331069946
557,productive,0.640953582834864
558,passion,0.999996662139893
559,pleasure,0.999998807907104
560,proficient,0.559782558509445
561,passionate,0.999999761581421
562,plenitude,0.159535480746678
563,progress,0.615749578007537
564,passive,0.258587718009949
565,plenteous,0.651779014456667
566,promote,0.768993763895711
567,patience,0.999999761581421
568,plenty,0.999999761581421
569,promotion,0.602978637456368
570,patient,1
571,plus,0.999864339828491
572,prosper,0.376446262282212
573,peace,0.999999046325684
574,plush,0.999999284744263
575,pukka,0.279972807978651
576,peaceable,0.999999523162842
577,poise,0.999999523162842
578,pure,0.426096993463194
579,peaceful,0.999997615814209
580,polite,0.999998569488525
581,purify,0.443735319872464
582,peak,0.690350315098774
583,positive,0.999999761581421
584,purity,0.972726513806751
585,pep,0.181360840797424
586,possible,0.999682903289795
587,perfect,0.950165883783202
588,potential,0.973098158836365
589,quality,0.999995231628418
590,quiet,0.058304128372687
591,radiant,0.999998807907104
592,reliable,0.999999761581421
593,rapture,0.630918891576947
594,relief,0.999999761581421
595,ready,0.999994039535522
596,remarkable,0.317112565040588
597,real,0.184512972831726
598,remedy,0.999996423721314
599,really,0.685853860909988
600,reputable,0.999996423721314
601,reason,0.999428868293762
602,respect,0.323514390968129
603,reassure,0.999999284744263
604,responsible,0.999994516372681
605,receive,0.078200817108154
606,rest,0.97185742855072
607,reception,0.600572978348534
608,restful,0.560597877852416
609,receptive,0.588392376899719
610,restore,0.985344648361206
611,reciprocate,0.472349549191342
612,result,0.936918020248413
613,recommend,1
614,reward,0.986038044635271
615,refreshing,0.999999284744263
616,rewarding,1
617,regard,0.544772982597351
618,rich,0.999995470046997
619,relax,0.336754441261291
620,richly,0.886769096738332
621,release,0.999995470046997
622,right,0.809953689575195
623,sacred,0.154621898608457
624,simplify,0.999999761581421
625,sufficient,1
626,sacrosanct,0.686405803154612
627,simply,0.999910354614258
628,sumptuous,0.999998807907104
629,safe,0.854102943611214
630,sincere,1
631,super,0.99999737739563
632,safety,0.473502085306347
633,smart,0.654030653713107
634,superabundant,0.341472438074958
635,salubrious,0.99921664371614
636,smashing,0.985316395759582
637,super,0.99999737739563
638,satisfaction,0.490591392810813
639,smile,0.999998331069946
640,superior,0.999998807907104
641,satisfactory,0.52484590533964
642,sociable,0.999999761581421
643,supple,0.429237127304077
644,satisfy,0.283863544464111
645,social,0.998223423957825
646,supply,0.999999761581421
647,save,0.800721678663876
648,special,0.999998092651367
649,support,0.368437844130317
650,saving,0.731309135299595
651,spectacular,0.999998807907104
652,supporter,0.594272497408938
653,saviour,0.052557933799126
654,splendid,1
655,supporting,0.29448202225251
656,self-assertive,0.711565754825283
657,splendiferous,0.008233445641874
658,supportive,0.533665612409554
659,self-confidence,0.251848390799941
660,splendour,0.083771859356154
661,supreme,0.999999046325684
662,self-discipline,0.490299768888769
663,steady,0.999999761581421
664,sure,0.999057769775391
665,self-esteem,0.238044474123929
666,straightforward,0.999999046325684
667,sweet,1
668,self-help,0.863249725257104
669,succeed,0.999965667724609
670,swell,0.999993562698364
671,sense,0.78998589515686
672,success,0.999993562698364
673,swift,0.999998569488525
674,sensible,0.930017938121327
675,successful,0.99997878074646
676,sympathetic,0.370709661366513
677,share,0.77301697649856
678,succinct,0.272514939308166
679,sympathise,0.061334552521076
680,simple,0.896205902099609
681,suffice,0.999998807907104
682,sympathy,0.390071491590134
683,simplicity,0.283666331086375
684,sufficiency,0.335236031323081
685,tact,0.999999046325684
686,timeless,0.514004819980783
687,teach,0.999304056167602
688,timely,0.999999523162842
689,teacher,0.030496832152684
690,top,0.999911546707153
691,teaching,0.740755081176758
692,training,0.526515660170229
693,team,0.999977111816406
694,tranquil,0.999999761581421
695,testament,0.877819017515163
696,tranquillity,0.933044013190054
697,testimonial,0.231064595517208
698,transcend,0.154709134176753
699,testimony,0.999998092651367
700,transient,0.108359072169986
701,thank,0.975688243830739
702,transparent,0.999999523162842
703,thankful,0.999998807907104
704,triumph,0.221792877790366
705,thanksgiving,0.999162793159485
706,triumphant,0.252518057823181
707,therapeutic,0.928673630275236
708,true,0.997645258903503
709,therapy,0.999999523162842
710,trust,0.250642570278509
711,thorough,0.354366102181673
712,trustworthy,0.477584781071488
713,thoughtful,0.717872102100262
714,trusty,0.999998569488525
715,thrill,0.477604627609253
716,truth,0.998575091362
717,thrive,0.999999046325684
718,try,0.999962568283081
719,tidy,0.689460836644976
720,tuition,0.98247818288104
721,ultimate,0.999993801116943
722,ultra,0.695420350696158
723,unconditional,0.99977445602417
724,uncritical,0.073165643071249
725,understand,0.997442841529846
726,understanding,0.070177674293518
727,unequalled,0.828224449354253
728,unequivocal,0.066690253606559
729,unerring,0.787388706652845
730,unfetter,0.320773096979472
731,unflagging,0.170670916828293
732,ungrudging,0.084502678163601
733,upbeat,0.999999523162842
734,upgrade,0.687813093902493
735,uplift,0.999999761581421
736,upstanding,0.675296349761732
737,urbane,0.939505605590908
738,useful,0.999998807907104
739,user-friendly,0.999999523162842
740,utmost,0.511271834373474
741,warm,0.999999523162842
742,wise,0.959162831306458
743,warmth,0.796843619872332
744,with,0.972930192947388
745,welcome,0.999999523162842
746,witty,0.755343784696483
747,well,0.977559804916382
748,won,0.986114501953125
749,wellbeing,0.617447032259217
750,wonder,0.999939918518066
751,wholehearted,0.341100261199359
752,wonderful,0.769379036367344
753,wholesome,0.999999284744263
754,wonderment,0.890461947456165
755,wholly,0.281416542724644
756,wondrous,0.999999284744263
757,will,0.963818311691284
758,workable,0.909331065740208
759,willing,0.999997615814209
760,worth,0.961678876404504
761,win,0.998584985733032
762,worthwhile,0.778080476056481
763,winner,0.999124884605408
764,worthy,0.547882435453279
765,winning,1
766,would,0.94138514995575
767,winsome,0.149792535033512
768,wow,0.999523520469666
769,wisdom,0.942377805709839
770,yea,0.917786247485821
771,yeah,0.893442869186401
772,yearn,0.918028112474262
773,yes,0.48589813709259
774,yippee,0.671594583209088
775,young,0.999995231628418
776,youth,0.662393872650299
777,youthful,0.999999046325684
778,zeal,0.999999761581421
779,zealous,0.123564958572388
780,zest,0.999999284744263
781,valid,0.999991655349731
782,validate,0.853827266370016
783,valuable,0.99994421005249
784,value,0.864168882369995
785,venerable,0.003151239069196
786,veracious,0.968759227915305
787,verify,0.999984502792358
788,versatile,0.075740805230746
789,very,0.986096262931824
790,viable,1
791,vibrant,0.41412712884809
792,virtue,0.377619719309636
793,virtuosity,0.202673690293574
794,virtuoso,0.308841317317847
795,virtuous,0.239620405157177
796,vitality,0.916141877466422
797,vivacious,0.532391783273194
798,vivid,1
,sorrow,-0.922801037
,unruffled,-0.415280104
,startled,-0.415280104
,persistently jealous,-0.415280104
,aggravated,-0.415280104
,penitent,-0.415280104
,miserable,-0.415280104
,rejected,-0.415280104
,vulnerable,-0.415280104
,sarcastic,-0.415280104
,speechless,0.616412163
,hostile,-0.929188013
,disappointed,-0.98629725
,worried,-0.989615321
,anger,-0.963743091
,terror,-0.976130843
,addled,-0.415280104
,unhappiness,-0.415280104
,nasty,-0.98733151
,trust,0.984973669
,admirable,0.985280104
,aroused,-0.415280104
,trusted,0.98716867
,worldly,0.785280104
,prickly,-0.415280104
,fury,-0.914004922
,trustworthy,0.915280104
,death-seeking,-0.960269094
,innocent,0.994846582
,grieving,-0.985691905
,ranting,-0.415280104
,dismissive,-0.415280104
,uneasy,-0.415280104
,desirous,-0.415280104
,uncomfortable,-0.415280104
,serene,0.715280104
,offended,-0.817824602
,contemptuous,-0.815280104
,anguish,-0.715280104
,sensible,0.70887816
,bad,-0.994285941
,shocked,-0.916382074
,unimpressed,-0.415280104
,disillusioned,-0.415280104
,heavy-hearted,-0.415280104
,grateful,0.99855125
,brave,0.689455485
,crestfallen,-0.415280104
,secure,0.493152189
,distrusting,-0.415280104
,scornful,-0.915280104
,valuable,0.810096335
,strange,-0.979242563
,certain,0.415280104
,awe-filled,0.996518493
,useful,0.864246964
,aggressive,-0.960970402
,tired,-0.468979955
,serious,0.592922282
,sorrowful,-0.915280104
,sad,-0.987532616
,exhausted,-0.987684011
,inadequate,-0.415280104
,defiant,-0.897925448
,cross,-0.863727212
,concentrated,-0.415280104
,panicked,-0.415280104
,worthless,-0.415280104
,intimidated,-0.415280104
,fear,-0.989031672
,friendly,0.987220645
,enraged,-0.815280104
,optimistic,0.994411111
,nice,0.924406981
,lonely,-0.985945463
,silly,-0.98281002
,contrite,-0.615280104
,encouraged,0.915280104
,trusting,0.983183861
,horror,-0.994977236
,pleasureless,-0.415280104
,passionless,-0.415280104
,mean,-0.945188689
,cranky,-0.042589664
,obsessed,-0.479227424
,disconcerted,-0.415280104
,needed,0.838886738
,blissful,-0.415280104
,to be proud of,0.465855908
,doleful,-0.415280104
,timid,-0.415280104
,jealous,-0.679611492
,affable,0.915280104
,enraged,-0.715280104
,culpable,-0.715280104
,humorless,-0.415280104
,despairing,-0.415280104
,pensive,-0.415280104
,envious,-0.977264524
,confident,0.966184735
,edgy,0.915280104
,quarrelsome,-0.415280104
,defiance,-0.415280104
,rageful,-0.815280104
,grouchy,-0.615280104
,covetous,-0.515280104
,hate,-0.997937202
,shocked,-0.916382074
,delighted,0.715280104
,awkward,-0.9861902
,withdrawn,-0.415280104
,judgmental,-0.415280104
,rattled,-0.985810995
,pride,0.405733347
,delight,0.994993091
,enthralled,0.996834993
,purposeless,-0.415280104
,frustration,-0.715280104
,green with envy,-0.807209849
,disappointed,-0.98629725
,prideful,-0.415280104
,thrilled,0.989512205
,apathetic,0.615280104
,satisfied,0.715280104
,devastated,-0.415280104
,detached,-0.415280104
,peaceful,0.455280104
,crazy,-0.755729675
,hysterical,-0.581656218
,content,0.715280104
,mischievous,-0.415280104
,aversive,-0.415280104
,spiteful,-0.415280104
,pressured,-0.415280104
,misery,-0.971755505
,ambivalent,0.975586057
,impulsive,0.215280104
,cautious,0.415280104
,menacing,-0.415280104
,curious,-0.582856369
,youthful,-0.415280104
,embarrassment,-0.994713783
,agonized,-0.915280104
,displeased,-0.415280104
,complacent,-0.415280104
,bitter,-0.085320234
,humiliated,-0.415280104
,petulant,-0.975989223
,excited,0.998903871
,dejected,-0.415280104
,determined,0.990015268
,rage,0.931609416
,disenchanted,-0.415280104
,weepy,-0.415280104
,nervous,-0.98851943
,ashamed,-0.985589623
,quirky,0.615280104
,hyperactive,0.77152801
,euphoric,0.815280104
,generosity,0.915280104
,grounded,-0.415280104
,loving,0.994920492
,proud,0.981997728
,gracious,0.967697382
,comfortable,0.615280104
,vivacious,0.987348318
,caution,-0.415280104
,numb,-0.972130775
,reckless,-0.415280104
,powerful,0.99387002
,doomed,-0.923653126
,attraction,0.615280104
,torn,-0.415280104
,relaxed,0.715280104
,puzzled,0.415280104
,stunned,0.985423803
,shame,-0.976552844
,distant,-0.415280104
,guilt-ridden,-0.415280104
,abandoned,-0.415280104
,enthusiasm,0.956726074
,ignorant,-0.988858461
,hurt,-0.815280104
,demeaned,-0.815280104
,moody,-0.715280104
,self-conscious,0.965638041
,lively,0.994332671
,rebellious,-0.415280104
,sheepish,-0.215280104
,optimism,0.985542321
,joyous,0.993902683
,inferior,-0.215280104
,to be in love,0.065855908
,tolerant,0.815280104
,impatience,-0.415280104
,hesitant,-0.415280104
,aggressive,-0.960970402
,excited,0.998903871
,vacant,-0.415280104
,hangover,-0.993753433
,disliked,-0.815280104
,unafraid,0.989109755
,stupid,-0.979712009
,wasted,-0.977508068
,healthy,0.984023452
,disengaged,-0.415280104
,smiling,0.987578273
,resentful,-0.415280104
,distress,-0.98098743
,excitement,0.988310814
,idiotic,-0.169125676
,crushed,0.112727642
,serious,0.892922282
,satisfied,0.715280104
,tolerated,0.815280104
,uptight,-0.95525229
,melancholy,-0.415280104
,petrified,-0.415280104
,contempt,-0.96690917
,dismay,-0.415280104
,bewildered,-0.978628159
,grumpy,-0.988017082
,unsure,-0.415280104
,reticent,-0.415280104
,smug,-0.97849524
,grasping,0.615280104
,depressed,-0.988747597
,vicious,-0.975383401
,dispirited,-0.915280104
,playful,0.415280104
,annoyed,-0.98018384
,open,0.957499385
,amazed,0.984430909
,upbeat,0.615280104
,victorious,0.99179244
,contentment,0.915280104
,pessimism,-0.915280104
,inspired,0.981985688
,adoration,0.995280104
,remorseful,-0.415280104
,interested,0.810839987
,rankled,-0.715280104
,amused,0.415280104
,drained,-0.415280104
,cantankerous,-0.415280104
,stigmatized,-0.415280104
,envy,-0.915280104
,overjoyed,0.615280104
,discomfited,-0.415280104
,indifferent,-0.815280104
,paralyzed,-0.515280104
,heartbroken,-0.615280104
,disgraced,-0.978009343
,sociable,0.815280104
,obligated,0.715280104
,obedient,0.915280104
,distracted,-0.415280104
,disbelieving,-0.415280104
,blissful,0.815280104
,nihilistic,-0.715280104
,gleeful,0.915280104
,affection,0.915280104
,chagrined,-0.415280104
